Ngày,Cá nhân trong nước,,,,,,Cá nhân nước ngoài,,,,,,Tổ chức trong nước,,,,,,Tổ chức nước ngoài,,,,,,Cá nhân trong nước (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức trong nước (khớp lệnh + thỏa thuận),,,,,,,,Tổ chức nước ngoài (khớp lệnh + thỏa thuận),,,,,,,,Cá nhân trong nước (Ròng),,,,Cá nhân nước ngoài (Ròng),,,,Tổ chức trong nước (Ròng),,,,Tổ chức nước ngoài (Ròng),,,
,Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),Tổng KL mua (CP),Tổng GT mua (nghìn VND),Tổng KL bán (CP),Tổng GT bán (nghìn VND),Tổng KL ròng (CP),Tổng GT ròng (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL mua khớp lệnh (CP),GT mua khớp lệnh (nghìn VND),KL bán khớp lệnh (CP),GT bán khớp lệnh (nghìn VND),KL mua thỏa thuận (CP),GT mua thỏa thuận (nghìn VND),KL bán thỏa thuận (CP),GT bán thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND)
15-06-2020,418717462,6036205240.8,568416667,16774086544.3,-149699205,-10737881303.5,2672210,28659794.3,4094440,52001848.4,-1422230,-23342054.1,20183040,293550501.1,36715100,1766707043.2,-16532060,-1473156542.1,217855176,15551125925.6,25558360,668291589.1,192296816,14882834336.5,397354610,5366745103.6,401678280,5291582363.1,21362852,669460137.2,166738387,11482504181.2,2652210,28328794.3,4094440,52001848.4,20000,331000.0,0,0.0,16625040,212207451.1,12761100,193023723.2,3558000,81343050.0,23954000,1573683320.0,13375510,391622005.6,21535800,598733897.1,204479666,15159503920.0,4022560,69557692.0,-4323670,75162740.5,-145375535,-10813044044.0,-1442230,-23673054.1,20000,331000.0,3863940,19183727.9,-20396000,-1492340270.0,-8160290,-207111891.5,200457106,15089946228.0
12-06-2020,503665600,5850739821.9,529331062,6064193139.4,-25665462,-213453317.5,2014460,26533759.5,2187420,33965830.2,-172960,-7432070.7,37144480,688597555.3,19961560,354143259.6,17182920,334454295.7,20866200,555061251.08,25984011,786960661.98,-5117811,-231899410.9,489193820,5541044155.9,515062040,5764178173.0,14471780,309695666.0,14269022,300014966.4,2014460,26533759.5,2187420,33965830.2,0,0.0,0,0.0,31710480,577103955.3,18683560,333393819.6,5434000,111493600.0,1278000,20749440.0,18064660,443809287.3,12133740,501792319.0,2801540,111251963.78,13850271,285168342.98,-25868220,-223134017.1,202758,9680699.6,-172960,-7432070.7,0,0.0,13026920,243710135.7,4156000,90744160.0,5930920,-57983031.7,-11048731,-173916379.2
11-06-2020,586874060,7964222757.0,598917430,8373983004.0,-12043370,-409760247.0,3372580,42257903.1,2569970,43204420.5,802610,-946517.4,19540890,365907315.1,41356420,568507194.6,-21815530,-202599879.5,33745010,875720270.8,26239320,599732305.6,7505690,275987965.2,568628660,7310396482.0,577424250,7600320062.0,18245400,653826275.0,21493180,773662942.0,3372580,42257903.1,2569970,43204420.5,0,0.0,0,0.0,18365890,339451315.1,27134420,421098994.6,1175000,26456000.0,14222000,147408200.0,17061370,646212882.0,22655680,492671916.8,16683640,229507388.8,3583640,107060388.8,-8795590,-289923580.0,-3247780,-119836667.0,802610,-946517.4,0,0.0,-8768530,-81647679.5,-13047000,-120952200.0,-5594310,153540965.2,13100000,122447000.0
10-06-2020,445142191,5396486637.0,440933161,5487821345.5,4209030,-91334708.5,3158410,33142503.1,4441880,33497006.7,-1283470,-354503.6,18162600,235110354.6,36378290,487804216.6,-18215690,-252693862.0,32220910,929731794.36,20946770,700865979.46,11274140,228865814.9,440447830,5282568641.7,436073850,5365883950.2,4694361,113917995.3,4859311,121937395.3,3158410,33142503.1,4289360,30645210.7,0,0.0,152520,2851796.0,17451600,221324154.6,25428290,352100866.6,711000,13786200.0,10950000,135703350.0,16733450,491674709.8,15936830,394334040.9,15487460,438057084.56,5009940,306531938.56,4373980,-83315308.5,-164950,-8019400.0,-1130950,2497292.4,-152520,-2851796.0,-7976690,-130776712.0,-10239000,-121917150.0,796620,97340668.9,10477520,131525146.0
09-06-2020,418098393,5906758445.1,417907843,5684187712.5,190550,222570732.6,2817960,30601439.8,1188020,21032233.8,1629940,9569206.0,11545820,190386964.5,33756740,482991436.8,-22210920,-292604472.3,22484469,465888844.8,21493679,666612514.7,990790,-200723669.9,388818100,5385103053.4,394974550,5185566920.8,29280293,521655391.7,22933293,498620791.7,2817960,30601439.8,1188020,21032233.8,0,0.0,0,0.0,8525820,121178964.5,10914740,212581276.8,3020000,69208000.0,22842000,270410160.0,9442580,281785942.7,20431790,630996172.6,13041889,184102902.1,1061889,35616342.1,-6156450,199536132.6,6347000,23034600.0,1629940,9569206.0,0,0.0,-2388920,-91402312.3,-19822000,-201202160.0,-10989210,-349210229.9,11980000,148486560.0
08-06-2020,467685008,6579021434.05,465340428,6766787566.75,2344580,-187766132.7,2544000,43663336.0,2350760,38353187.3,193240,5310148.7,19623170,423598739.8,50253820,790779863.3,-30630650,-367181123.5,32505176,735764244.2,19352636,429562909.6,13152540,306201334.6,436559070,6028813945.8,440064490,6267836728.5,31125938,550207488.25,25275938,498950838.25,2544000,43663336.0,2050760,35491187.3,0,0.0,300000,2862000.0,11548170,281002739.8,20688820,391434283.3,8075000,142596000.0,29565000,399345580.0,15006620,444953840.6,16578070,301688155.0,17498556,290810403.6,2774566,127874754.6,-3505420,-239022782.7,5850000,51256650.0,493240,8172148.7,-300000,-2862000.0,-9140650,-110431543.5,-21490000,-256749580.0,-1571450,143265685.6,14723990,162935649.0
05-06-2020,416685671,4620814197.2,428650601,4863964333.6,-11964930,-243150136.4,1580000,22076094.5,1615050,23881359.0,-35050,-1805264.5,29331160,549604166.4,16306130,282490159.7,13025030,267114006.7,16850888,486122868.7,30077248,649405639.2,-13226360,-163282770.5,399608260,4325728814.8,406919080,4473884541.2,17077411,295085382.4,21731521,390079792.4,1540000,20886094.5,1254020,20124204.0,40000,1190000.0,361030,3757155.0,11992160,264734366.4,10960130,195527159.7,17339000,284869800.0,5346000,86963000.0,11471950,346231263.1,13780450,363117798.6,5378938,139891605.6,16296798,286287840.6,-7310820,-148155726.4,-4654110,-94994410.0,285980,761890.5,-321030,-2567155.0,1032030,69207206.7,11993000,197906800.0,-2308500,-16886535.5,-10917860,-146396235.0
04-06-2020,360898393,5321577813.75,351173990,4735431701.1,9724403,586146112.65,1407070,26662174.4,1668400,19026457.6,-261330,7635716.8,23187437,398447464.5,20362623,875184890.65,2824814,-476737426.15,17081310,561769289.24,31654027,746225701.24,-14572717,-184456412.0,340546760,4460144806.1,342962590,4546103311.1,20351633,861433007.65,8211400,189328390.0,1407070,26662174.4,1368400,16362457.6,0,0.0,300000,2664000.0,11918330,245183291.6,9023290,209916263.0,11269107,153264172.9,11339333,665268627.65,13891370,425737574.6,17394080,456157823.7,3189940,136031714.64,14259947,290067877.54,-2415830,-85958505.0,12140233,672104617.65,38670,10299716.8,-300000,-2664000.0,2895040,35267028.6,-70226,-512004454.75,-3502710,-30420249.1,-11070007,-154036162.9
03-06-2020,282329631,3594918345.3,287300071,3795913438.6,-4970440,-200995093.3,1579930,26373835.8,1011460,11749742.5,568470,14624093.3,24777910,474278571.8,11831710,210028094.4,12946200,264250477.4,15298510,550800956.69,27845730,679416398.19,-12547220,-128615441.5,271224280,3402317277.1,275029720,3577271870.4,11105351,192601068.2,12270351,218641568.2,1579930,26373835.8,989460,11344942.5,0,0.0,22000,404800.0,13462910,308261571.8,11631710,207576094.4,11315000,166017000.0,200000,2452000.0,12231860,421849385.6,14744080,405456927.1,3066650,128951571.09,13101650,273959471.09,-3805440,-174954593.3,-1165000,-26040500.0,590470,15028893.3,-22000,-404800.0,1831200,100685477.4,11115000,163565000.0,-2512220,16392458.5,-10035000,-145007900.0
02-06-2020,403530135,5420189353.25,420844315,5765491308.45,-17314180,-345301955.2,1974480,30875463.7,1007480,16490295.2,967000,14385168.5,19607160,381798363.4,12034340,220594887.3,7572820,161203476.1,19783990,662348922.4,26209190,665891058.6,-6425200,-3542136.2,376988330,4931369270.9,391184530,5235443870.1,26541805,488820082.35,29659785,530047438.35,1974480,30875463.7,1007480,16490295.2,0,0.0,0,0.0,11387020,250706979.4,8530340,157179387.3,8220140,131091384.0,3504000,63415500.0,16067250,517606470.6,20871920,486006183.3,3716740,144742451.8,5337270,179884875.3,-14196200,-304074599.2,-3117980,-41227356.0,967000,14385168.5,0,0.0,2856680,93527592.1,4716140,67675884.0,-4804670,31600287.3,-1620530,-35142423.5
01-06-2020,376871100,4502122690.7,410239770,5578045900.7,-33368670,-1075923210.0,2240290,28173885.2,747740,13718969.4,1492550,14454915.8,22161000,431600245.6,26722800,521150349.9,-4561800,-89550104.3,19940950,535801967.96,13555160,436844977.66,6385790,98956990.3,365522430,4263148232.7,381332100,4521281642.7,11348670,238974458.0,28907670,1056764258.0,2240290,28173885.2,722740,12535219.4,0,0.0,25000,1183750.0,11095230,261935726.6,8720160,158909175.9,11065770,169664519.0,18002640,362241174.0,10522610,342061660.5,10611710,312067745.2,9418340,193740307.46,2943450,124777232.46,-15809670,-258133410.0,-17559000,-817789800.0,1517550,15638665.8,-25000,-1183750.0,2375070,103026550.7,-6936870,-192576655.0,-89100,29993915.3,6474890,68963075.0
29-05-2020,247459310,3557422929.2,242288700,3549855931.5,5170610,7566997.7,810440,13618567.9,1487280,23843213.2,-676840,-10224645.3,12026270,212465046.6,22887280,376477015.1,-10861010,-164011968.5,27185850,707362642.27,30617020,727887197.97,-3431170,-20524555.7,237254190,3376253426.2,228432580,3305814328.5,10205120,181169503.0,13856120,244041603.0,784440,12861967.9,1487280,23843213.2,26000,756600.0,0,0.0,7156270,139480046.6,10791600,259715695.1,4870000,72985000.0,12095680,116761320.0,13497950,475280773.4,24107070,524189883.6,13687900,232081868.87,6509950,203697314.37,8821610,70439097.7,-3651000,-62872100.0,-702840,-10981245.3,26000,756600.0,-3635330,-120235648.5,-7225680,-43776320.0,-10609120,-48909110.2,7177950,28384554.5
28-05-2020,233531170,3850613257.0,275364860,6369343173.0,-41833690,-2518729916.0,701170,12751654.1,724450,13511393.6,-23280,-759739.5,16572197,331274243.0,15595050,378318834.4,977147,-47044591.4,21160860,661806822.7,16276197,404323644.7,4884663,257483178.0,220845430,3586818284.5,225997390,3855257095.5,12685740,263794972.5,49367470,2514086077.5,701170,12751654.1,724450,13511393.6,0,0.0,0,0.0,5173210,150516934.5,11127090,279043174.4,11398987,180757308.5,4467960,99275660.0,16726140,539256588.2,10108180,254652866.7,4434720,122550234.5,6168017,149670778.0,-5151960,-268438811.0,-36681730,-2250291105.0,-23280,-759739.5,0,0.0,-5953880,-128526239.9,6931027,81481648.5,6617960,284603721.5,-1733297,-27120543.5
27-05-2020,326616973,5518895116.0,326142643,5498042481.85,474330,20852634.15,913810,17426325.2,977280,22916516.6,-63470,-5490191.4,12550880,254719529.5,14694350,362269125.7,-2143470,-107549596.2,12495810,448184420.69,21980900,563003180.94,-9485090,-114818760.25,312951870,5150923519.6,306262490,5028167731.7,13665103,367971596.4,19880153,469874750.15,913810,17426325.2,977280,22916516.6,0,0.0,0,0.0,6780880,178385029.5,13756350,348031895.7,5770000,76334500.0,938000,14237230.0,10519230,377390160.1,18214370,475154654.1,1976580,70794260.59,3766530,87848526.84,6689380,122755787.9,-6215050,-101903153.75,-63470,-5490191.4,0,0.0,-6975470,-169646866.2,4832000,62097270.0,-7695140,-97764494.0,-1789950,-17054266.25
26-05-2020,284170569,4573854533.7,281059199,4507518881.9,3111370,66335651.8,1424770,25597999.1,1225760,25371092.7,199010,226906.4,9518490,177354081.4,17068850,343287602.3,-7550360,-165933520.9,11848420,407852489.47,15242800,447087246.07,-3394380,-39234756.6,270354400,4298865796.0,267124630,4234752274.2,13816169,274988737.7,13934569,272766607.7,1424770,25597999.1,1075760,24021092.7,0,0.0,150000,1350000.0,7918490,153090641.4,15756850,318735612.3,1600000,24263440.0,1312000,24551990.0,8669620,305712132.8,11234000,326579189.4,3178800,102140356.67,4008800,120508056.67,3229770,64113521.8,-118400,2222130.0,349010,1576906.4,-150000,-1350000.0,-7838360,-165644970.9,288000,-288550.0,-2564380,-20867056.6,-830000,-18367700.0
25-05-2020,254689028,4288069022.39,251918048,4413530375.69,2770980,-125461353.3,1177900,21618284.1,1207640,14961842.1,-29740,6656442.0,16571970,328868400.7,17140620,334283048.3,-568650,-5414647.6,14151510,799964710.51,23501990,913014248.01,-9350480,-113049537.5,227950070,3830487059.3,222333090,3773798997.6,26738958,457581963.09,29584958,639731378.09,1067900,19935284.1,1067640,12603842.1,110000,1683000.0,140000,2358000.0,6508010,154401725.7,13692660,265737788.3,10063960,174466675.0,3447960,68545260.0,8124520,309059590.8,11497040,342818028.3,6026990,490905119.71,12004950,570196219.71,5616980,56688061.7,-2846000,-182149415.0,260,7331442.0,-30000,-675000.0,-7184650,-111336062.6,6616000,105921415.0,-3372520,-33758437.5,-5977960,-79291100.0
22-05-2020,241082083,4064175299.905,234421160,3983383909.3,6660923,80791390.605,799750,15003443.3,794800,12942049.4,4950,2061393.9,17712140,285005027.5,25583700,502181203.46,-7871560,-217176175.96,21466360,680301858.05,26641853,665522117.995,-5175493,14779740.055,224764780,3813946261.6,221488620,3748312804.3,16317303,250229038.305,12932540,235071105.0,779750,14436443.3,794800,12942049.4,20000,567000.0,0,0.0,9571900,167084467.5,15881420,370085049.3,8140240,117920560.0,9702280,132096154.16,11335510,362179643.5,13297540,309678174.3,10130850,318122214.55,13344313,355843943.695,3276160,65633457.3,3384763,15157933.305,-15050,1494393.9,20000,567000.0,-6309520,-203000581.8,-1562040,-14175594.16,-1962030,52501469.2,-3213463,-37721729.145
21-05-2020,262892419,3903280712.85,282451095,4403983741.35,-19558676,-500703028.5,1871610,19149681.3,563590,9706394.1,1308020,9443287.2,35972560,809008067.6,16146507,316371724.864,19826053,492636342.736,13696567,507891223.804,20556114,597337439.44,-6859547,-89446215.636,249230340,3720942475.2,263180870,4118826649.1,13662079,182338237.65,19270225,285157092.25,1801610,18291201.3,563590,9706394.1,70000,858480.0,0,0.0,24935560,615076067.6,8524040,199856001.4,11037000,193932000.0,7622467,116515723.464,8455290,321809785.4,17438450,435800099.1,5241277,186081438.404,3117664,161537340.34,-13950530,-397884173.9,-5608146,-102818854.6,1238020,8584807.2,70000,858480.0,16411520,415220066.2,3414533,77416276.536,-8983160,-113990313.7,2123613,24544098.064
20-05-2020,215241260,3359375867.8,215227260,3497923603.4,14000,-138547735.6,606840,11930715.9,729510,8699449.6,-122670,3231266.3,16496890,310278961.3,17967800,312835780.3,-1470910,-2556819.0,19317880,601364394.75,20314300,505123963.05,-996420,96240431.7,198337490,3158914072.6,199405490,3311013638.2,16903770,200461795.2,15821770,186909965.2,581840,11231965.9,729510,8699449.6,25000,698750.0,0,0.0,11674640,240405811.3,8182010,173749216.0,4822250,69873150.0,9785790,139086564.3,11633190,411473472.3,16411150,367145874.9,7684690,189890922.45,3903150,137978088.15,-1068000,-152099565.6,1082000,13551830.0,-147670,2532516.3,25000,698750.0,3492630,66656595.3,-4963540,-69213414.3,-4777960,44327597.4,3781540,51912834.3
19-05-2020,277160352,4812941757.1,288380363,5237049228.2,-11220011,-424107471.1,1500540,26497467.8,1609190,17858591.2,-108650,8638876.6,41963830,896621988.3,38876810,554232295.1,3087020,342389693.2,35489660,1933863566.34,39745799,2073428203.34,-4256139,-139564637.0,241665400,4213381861.3,246405050,4472308295.9,35494952,599559895.8,41975313,764740932.3,1410540,24984467.8,1589190,16396591.2,90000,1513000.0,20000,1462000.0,19819260,589784491.3,14375090,264998196.1,22144570,306837497.0,24501720,289234099.0,13017970,358225518.2,18474960,522050193.7,22471690,1575638048.14,21270839,1551378009.64,-4739650,-258926434.6,-6480361,-165181036.5,-178650,8587876.6,70000,51000.0,5444170,324786295.2,-2357150,17603398.0,-5456990,-163824675.5,1200851,24260038.5
18-05-2020,209752470,3508028239.4,205078924,3459451480.5,4673546,48576758.9,1468750,12437821.5,945210,13982794.2,523540,-1544972.7,10324920,212417917.3,15347610,255578221.2,-5022690,-43160303.9,17834440,549123756.35,22729190,630568468.35,-4894750,-81444712.0,191848110,3237513285.4,188660860,3214370371.2,17904360,270514954.0,16418064,245081109.3,1373750,11292596.5,807780,11007434.7,95000,1145225.0,137430,2975359.5,8126720,188236561.8,8547860,157358614.1,2198200,24181355.5,6799750,98219607.1,10562870,324513053.4,16763350,427316629.0,7271570,224610702.95,5965840,203251839.35,3187250,23142914.2,1486296,25433844.7,565970,285161.8,-42430,-1830134.5,-421140,30877947.7,-4601550,-74038251.6,-6200480,-102803575.6,1305730,21358863.6
15-05-2020,240762225,3942774327.45,237871095,3937201657.35,2891130,5572670.1,582000,11764536.9,1240206,22905731.5,-658206,-11141194.6,10433020,250874640.7,29453550,434672976.951,-19020530,-183798336.251,33051696,865592983.571,20361160,733454001.82,12690536,132138981.751,225407640,3561012221.8,224113550,3592352759.7,15354585,381762105.65,13757545,344848897.65,582000,11764536.9,1170130,22159422.1,0,0.0,70076,746309.4,8473060,212023748.7,8358560,174181925.3,1959960,38850892.0,21094990,260491051.651,8197350,344112747.7,14114880,417747027.0,24854346,521480235.871,6246280,315706974.82,1294090,-31340537.9,1597040,36913208.0,-588130,-10394885.2,-70076,-746309.4,114500,37841823.4,-19135030,-221640159.651,-5917530,-73634279.3,18608066,205773261.051
14-05-2020,225172433,3559282822.0,267467530,5949313391.4,-42295097,-2390030569.4,945130,22341158.2,872510,19596234.0,72620,2744924.2,13292360,375904948.8,24914386,552457533.68,-11622026,-176552584.88,67345338,3032817006.39,24954105,686765059.51,42391233,2346051946.88,217274710,3347929835.0,222158640,3494496684.4,7897723,211352987.0,45308890,2454816707.0,925130,21861158.2,752510,18456234.0,20000,480000.0,120000,1140000.0,12232360,360388948.8,11777600,321681677.4,1060000,15516000.0,13136786,230775856.28,11989220,336857267.1,17671830,407009332.5,55356118,2695959739.29,7282275,279755727.01,-4883930,-146566849.4,-37411167,-2243463720.0,172620,3404924.2,-100000,-660000.0,454760,38707271.4,-12076786,-215259856.28,-5682610,-70152065.4,48073843,2416204012.28
13-05-2020,295167651,4768651143.56,274231565,4236804620.76,20936086,531846522.8,2521570,33782517.56,1039820,21530691.7,1481750,12251825.86,17433370,556701292.1,52413765,1411171989.932,-34980395,-854470697.832,20996115,752598322.7,20286246,673418278.228,709869,79180044.472,277524910,4386057158.3,260585830,3935281520.8,17642741,382593985.26,13645735,301523099.96,677380,13784121.2,1039820,21530691.7,1844190,19998396.36,0,0.0,12279370,325697542.1,36670940,1023830091.4,5154000,231003750.0,15742825,387341898.532,14080960,513319100.1,17787020,481355522.5,6915155,239279222.6,2499226,192062755.728,16939080,450775637.5,3997006,81070885.3,-362440,-7746570.5,1844190,19998396.36,-24391570,-698132549.3,-10588825,-156338148.532,-3706060,31963577.6,4415929,47216466.872
12-05-2020,247351204,4215407944.8,259755512,4489805470.4,-12404308,-274397525.6,1036450,23340673.6,655920,16008235.8,380530,7332437.8,12696040,262065401.7,15263920,421135851.5,-2567880,-159070449.8,18361800,640011868.7,22360382,558460151.8,-3998582,81551716.9,229542020,3836436573.2,237106130,4073966082.2,17809184,378971371.6,22649382,415839388.2,1036450,23340673.6,635920,15576235.8,0,0.0,20000,432000.0,10667040,231384078.7,13233920,376761851.5,2029000,30681323.0,2030000,44374000.0,13972030,489522755.7,16793310,376903772.4,4389770,150489113.0,5567072,181556379.4,-7564110,-237529509.0,-4840198,-36868016.6,400530,7764437.8,-20000,-432000.0,-2566880,-145377772.8,-1000,-13692677.0,-2821280,112618983.3,-1177302,-31067266.4
11-05-2020,280069853,4666680481.85,258415771,4474824512.55,21654082,191855969.3,952790,16536110.5,952810,19173067.7,-20,-2636957.2,17520353,412863330.4,21256390,398034721.2,-3736037,14828609.2,16596800,540475772.1,43951935,974867101.6,-27355135,-434391329.5,216884870,3500797827.7,219936310,3709517504.4,40131961,750928258.15,38479461,765307008.15,952790,16536110.5,802810,17748067.7,0,0.0,150000,1425000.0,7747350,182166254.5,12831390,263685971.2,9773003,230697075.9,8425000,134348750.0,13220540,465270412.1,11562150,291941769.7,3376260,75205360.0,9336763,267970935.9,-3051440,-208719676.7,1652500,-14378750.0,149980,-1211957.2,-150000,-1425000.0,-5084040,-81519716.7,1348003,96348325.9,1658390,173328642.4,-5960503,-192765575.9
08-05-2020,249239653,3993685185.2,296598993,5449829222.5,-47359340,-1456144037.3,1871290,18675598.9,1970050,37201611.9,-98760,-18526013.0,55458383,1677922230.9,18039700,370259800.29,37418683,1307662430.61,26214710,802580524.92,26678263,792949211.43,-463553,9631313.49,240517590,3844810562.5,286278930,5281537949.8,8722063,148874622.7,10320063,168291272.7,1871290,18675598.9,1970050,37201611.9,0,0.0,0,0.0,45743770,1471209172.4,8021870,181053725.0,9714613,206713058.5,10017830,189206075.29,17786760,529931227.8,18085530,487142131.1,8427950,272649297.12,8592733,305807080.33,-45761340,-1436727387.3,-1598000,-19416650.0,-98760,-18526013.0,0,0.0,37721900,1290155447.4,-303217,17506983.21,-298770,42789096.7,-164783,-33157783.21
07-05-2020,185834810,3065149686.7,190472499,3193061501.2,-4637689,-127911814.5,729840,10304431.8,2733120,28096571.6,-2003280,-17792139.8,19684090,452153019.4,8560340,194098965.8,11123750,258054053.6,12476190,540144531.74,19518510,663512416.74,-7042320,-123367885.0,169851250,2752846463.9,175252350,2912749010.4,15983560,312303222.8,15220149,280312490.8,729840,10304431.8,2733120,28096571.6,0,0.0,0,0.0,14784090,349163019.4,5760340,138715365.8,4900000,102990000.0,2800000,55383600.0,9024880,282916506.9,14934930,361153284.9,3451310,257228024.84,4583580,302359131.84,-5401100,-159902546.5,763411,31990732.0,-2003280,-17792139.8,0,0.0,9023750,210447653.6,2100000,47606400.0,-5910050,-78236778.0,-1132270,-45131107.0
06-05-2020,222461038,5101246466.1,184216250,3003750694.6,38244788,2097495771.5,667190,13067152.9,3272100,44962584.1,-2604910,-31895431.2,10113250,283631012.5,6208090,148975972.8,3905160,134655039.7,16452110,600270875.74,62347398,2956762507.44,-45895288,-2356491631.7,170303110,2722920888.6,165565780,2626665733.1,52157928,2378325577.5,18650470,377084961.5,667190,13067152.9,3152100,43680584.1,0,0.0,120000,1282000.0,7036250,165005612.5,4665090,108788387.8,3077000,118625400.0,1543000,40187585.0,11625100,309185160.7,20965100,503002124.4,4827010,291085715.04,41382298,2453760383.04,4737330,96255155.5,33507458,2001240616.0,-2484910,-30613431.2,-120000,-1282000.0,2371160,56217224.7,1534000,78437815.0,-9340000,-193816963.7,-36555288,-2162674668.0
05-05-2020,156548790,2163157894.5,158414478,2248663916.2,-1865688,-85506021.7,509340,11368589.5,2853670,34927891.6,-2344330,-23559302.1,17484238,306981566.4,11932220,195717198.1,5552018,111264368.3,11389660,513034880.22,18698240,606488410.82,-7308580,-93453530.6,141409940,1952591577.5,136349800,1919405026.6,15138850,210566317.0,22064678,329258889.6,509340,11368589.5,2833670,34555891.6,0,0.0,20000,372000.0,3944630,89872793.8,2732220,50147198.1,13539608,217108772.6,9200000,145570000.0,8694670,281351066.5,15847470,370922597.1,2694990,231683813.72,2850770,235565813.72,5060140,33186550.9,-6925828,-118692572.6,-2324330,-23187302.1,-20000,-372000.0,1212410,39725595.7,4339608,71538772.6,-7152800,-89571530.6,-155780,-3882000.0
04-05-2020,233157464,2619658671.4,238128812,2747274610.3,-4971348,-127615938.9,710340,15652672.3,1241060,21389053.7,-530720,-5736381.4,17285308,514725636.6,8250160,408026121.8,9035148,106699514.8,12937896,475666176.8,24076446,567235600.3,-11138550,-91569423.5,214385900,2353946359.2,213571150,2387852370.2,18771564,265712312.2,24557662,359422240.1,710340,15652672.3,1221060,21021053.7,0,0.0,20000,368000.0,10393910,131302948.7,6221860,102722561.8,6891398,383422687.9,2028300,305303560.0,10460000,307218356.5,21466550,396358980.0,2477896,168447820.3,2609896,170876620.3,814750,-33906011.0,-5786098,-93709927.9,-510720,-5368381.4,-20000,-368000.0,4172050,28580386.9,4863098,78119127.9,-11006550,-89140623.5,-132000,-2428800.0
29-04-2020,181835439,2756212287.9,184538149,2778660020.2,-2702710,-22447732.3,573720,13679645.0,788490,8855791.8,-214770,4823853.2,17432079,380524746.4,9405060,236528903.4,8027019,143995843.0,16361933,475613850.35,42458082,1013559797.05,-26096149,-537945946.7,171037210,2492798062.7,167387520,2417114505.0,10798229,263414225.2,17150629,361545515.2,573720,13679645.0,788490,8855791.8,0,0.0,0,0.0,8897760,238369344.9,9105060,230273903.4,8534319,142155401.5,300000,6255000.0,12688890,350495780.6,21347620,546470465.8,3673043,125118069.75,21110462,467089331.25,3649690,75683557.7,-6352400,-98131290.0,-214770,4823853.2,0,0.0,-207300,8095441.5,8234319,135900401.5,-8658730,-195974685.2,-17437419,-341971261.5
28-04-2020,174028865,2775485321.2,172599875,2672283182.3,1428990,103202138.9,574680,17242753.7,681310,7310554.4,-106630,9932199.3,15075910,303323221.3,6857310,125898872.9,8218600,177424348.4,9595830,264804917.04,26308020,675789102.24,-16712190,-410984185.2,166819320,2615168545.7,157994930,2393397946.8,7209545,160316775.5,14604945,278885235.5,499680,12592753.7,681310,7310554.4,75000,4650000.0,0,0.0,6494510,168039111.3,5577310,106598872.9,8581400,135284110.0,1280000,19300000.0,6246290,168225986.0,21382000,552955735.2,3349540,96578931.04,4926020,122833367.04,8824390,221770598.9,-7395400,-118568460.0,-181630,5282199.3,75000,4650000.0,917200,61440238.4,7301400,115984110.0,-15135710,-384729749.2,-1576480,-26254436.0
